time,temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),apparent_temperature_mean (°C),temperature_2m_min (°C),temperature_2m_max (°C),apparent_temperature_max (°C),weather_code (wmo code),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),daylight_duration (s),sunshine_duration (s),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),precipitation_hours (h),precipitation_sum (mm),et0_fao_evapotranspiration (mm),snowfall_sum (cm),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),visibility_mean (undefined),visibility_max (undefined),visibility_min (undefined),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),winddirection_10m_dominant (°),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
9/1/2023,30.1,0,24.7,31.6,24.9,36.6,39.5,3,16,40,24.5,45999.24,42799.75,27.2,2023-09-01T06:31,2023-09-01T19:18,0,0,7.5,0,11,19.4,56,NaN,NaN,NaN,30.9,17.1,16,22.3,13.2
9/2/2023,29.9,0,23.7,30.6,22.8,37.5,38.2,0,3,39.6,24.46,45894.71,42804.19,24.9,2023-09-02T06:32,2023-09-02T19:17,0,0,7.79,0,2,17,50,NaN,NaN,NaN,27.7,15.1,3,12.2,7.7
9/3/2023,29.4,0,21.5,30.9,23.5,35.8,37.2,2,339,34.9,24.15,45789.69,42732.99,26.8,2023-09-03T06:32,2023-09-03T19:15,0,0,7.02,0,16,17.8,53,NaN,NaN,NaN,23.8,12.3,339,6.1,3.1
9/4/2023,29.4,0,16.6,30.6,23.4,34.9,36,0,280,32.4,24.57,45684.25,42661.23,25.7,2023-09-04T06:33,2023-09-04T19:14,0,0,6.47,0,1,15.8,47,NaN,NaN,NaN,17.6,7.9,280,5.8,1.1
9/5/2023,31.6,0,16.6,31.8,23.7,37.9,37.7,0,208,27,24.74,45578.45,42588.99,26,2023-09-05T06:33,2023-09-05T19:13,0,0,7.29,0,0,13.2,39,NaN,NaN,NaN,20.2,9.9,208,11.5,4.3
9/6/2023,33.4,0,22.3,31.7,25.1,40,39.1,0,245,34.9,24.95,45472.37,42516.37,24,2023-09-06T06:34,2023-09-06T19:12,0,0,8.03,0,0,7.2,22,NaN,NaN,NaN,18.3,9.6,245,7.6,3.1
9/7/2023,35.9,0,28.4,34.2,27.1,44.6,44,0,83,45.7,24.56,45366.07,42443.43,26.4,2023-09-07T06:34,2023-09-07T19:10,0,0,9.68,0,0,9.9,24,NaN,NaN,NaN,28.2,14.8,83,10.4,4.6
9/8/2023,34,0,20,33.2,28,41.4,40.3,0,279,38.2,24.27,45259.63,42370.28,26.7,2023-09-08T06:35,2023-09-08T19:09,0,0,8.55,0,0,12,27,NaN,NaN,NaN,23.4,12,279,9.4,5.7
9/9/2023,32.2,0,17.4,32.3,25.3,38.8,39,0,341,33.5,24.14,45153.11,42296.99,26.6,2023-09-09T06:35,2023-09-09T19:08,0,0,7.44,0,0,13.5,34,NaN,NaN,NaN,19.1,9.4,341,3.6,0.7
9/10/2023,32.8,0,26.9,32.8,25.2,39.1,39.2,1,43,42.5,24.03,45046.57,42223.64,26.1,2023-09-10T06:36,2023-09-10T19:07,0,0,7.75,0,5,13.7,35,NaN,NaN,NaN,21.8,11.1,43,6.5,4.3
9/11/2023,33,0,26.9,31.7,26.5,38.8,37.6,0,207,46.8,23.86,44940.07,42142.96,27,2023-09-11T06:37,2023-09-11T19:05,0,0,9.33,0,0,12.3,30,NaN,NaN,NaN,30.3,16.7,207,6.8,5.4
9/12/2023,28.8,0,27.5,28.6,25.4,32.7,32,3,238,46.4,14.41,44833.7,34023.98,24.5,2023-09-12T06:37,2023-09-12T19:04,0,0,5.7,0,37,16.4,48,NaN,NaN,NaN,31,17.5,238,10.4,6
9/13/2023,29.3,0.4,22.6,30.4,23.5,35.8,36.4,51,329,36.7,21.81,44727.5,41933.44,26.6,2023-09-13T06:38,2023-09-13T19:03,4,0.4,6.73,0,13,17,53,NaN,NaN,NaN,22.1,11.9,329,4.3,2.3
9/14/2023,28.4,0,22.6,29.1,21.1,35,35.1,0,11,39.2,23.74,44621.55,41828.81,23.8,2023-09-14T06:38,2023-09-14T19:02,0,0,6.68,0,1,15.1,50,NaN,NaN,NaN,21.2,10.5,11,7.9,4.4
9/15/2023,28.5,0,22.1,28.8,22.1,35,35.7,3,6,35.3,23.34,44515.82,39568.33,24.5,2023-09-15T06:39,2023-09-15T19:01,0,0,6.96,0,12,14.9,49,NaN,NaN,NaN,24,12.5,6,10.4,5.9
9/16/2023,28.7,0,23,28.8,23.2,34.6,35.1,3,22,37.8,22.93,44409.64,38542.61,24.8,2023-09-16T06:39,2023-09-16T18:59,0,0,6.82,0,22,13.9,44,NaN,NaN,NaN,22.1,11.2,22,6.1,2.9
9/17/2023,28.9,0,18.2,29,20.6,36.5,35.5,0,14,36.4,23.42,44302.88,41512.31,22.8,2023-09-17T06:40,2023-09-17T18:58,0,0,6.79,0,0,13.4,45,NaN,NaN,NaN,21.3,10.7,14,9.7,5.4
9/18/2023,29.6,0,20.2,31.1,24.4,36.3,37.6,3,333,32,22.12,44195.59,36690.55,27.5,2023-09-18T06:40,2023-09-18T18:57,0,0,6.64,0,23,17.7,54,NaN,NaN,NaN,23.4,12.1,333,15.1,5.1
9/19/2023,28.4,0,21.2,29.8,23,33.7,34.9,0,318,33.8,22.11,44087.84,40796.91,25.7,2023-09-19T06:41,2023-09-19T18:56,0,0,6.11,0,4,17.3,54,NaN,NaN,NaN,20.6,10.3,318,4,1.1
9/20/2023,28.4,0,20.7,29.6,23.8,34.1,35.2,3,347,33.5,21.39,43979.72,39206.4,26.4,2023-09-20T06:41,2023-09-20T18:54,0,0,6.17,0,23,17.3,54,NaN,NaN,NaN,22.6,11.9,347,9.7,5.2
9/21/2023,28.5,0,24.7,29.7,22.4,34.8,35.7,3,14,41.8,21.68,43871.28,35566.69,24.9,2023-09-21T06:42,2023-09-21T18:53,0,0,6.19,0,14,17.3,54,NaN,NaN,NaN,23.6,12,14,7.9,4.7
9/22/2023,28.6,0,21.9,29.1,21.6,35.1,35.3,1,30,34.2,21.98,43762.6,40195.37,24.6,2023-09-22T06:43,2023-09-22T18:52,0,0,6.85,0,6,16.7,54,NaN,NaN,NaN,27.1,15,30,12.2,7.4
9/23/2023,28.9,0,21.6,29.3,20.8,36.7,36,0,18,34.9,22.45,43653.75,40042.95,23.6,2023-09-23T06:43,2023-09-23T18:51,0,0,6.83,0,1,15.2,51,NaN,NaN,NaN,24.4,12.9,18,13,7.6
9/24/2023,29,0,11,29.3,20.3,36.3,36.2,0,11,22,22.43,43544.78,39894.62,22.2,2023-09-24T06:44,2023-09-24T18:49,0,0,5.87,0,0,12.7,43,NaN,NaN,NaN,15.3,7,11,7.6,4.7
9/25/2023,29.9,0,24.4,29.6,22.2,37.3,37.1,0,9,41,22.27,43435.77,39750.57,22.4,2023-09-25T06:44,2023-09-25T18:48,0,0,6.98,0,0,12.7,39,NaN,NaN,NaN,20.8,10.6,9,7.9,5.3
9/26/2023,30,0,21.7,29.9,21.8,37.6,36.6,0,23,34.9,22.08,43326.79,39611.04,23.8,2023-09-26T06:45,2023-09-26T18:47,0,0,7.26,0,1,13.7,43,NaN,NaN,NaN,22.8,12.2,23,9.7,5.9
9/27/2023,30.7,0,20.8,29.5,22,38.1,36.1,0,59,32.8,22.11,43217.91,39476.29,22.3,2023-09-27T06:45,2023-09-27T18:45,0,0,7.77,0,0,11,34,NaN,NaN,NaN,23.4,13.1,59,9.7,6.3
9/28/2023,31.6,0,26.1,29.9,24,39.2,35.5,0,64,43.6,21.79,43109.19,39346.58,23.9,2023-09-28T06:46,2023-09-28T18:44,0,0,9.07,0,0,12.1,38,NaN,NaN,NaN,34.5,20.4,64,24.1,15
9/29/2023,29.9,0,26.9,30.5,22.7,38,37.3,3,48,43.9,20.68,43000.7,37348.16,25.3,2023-09-29T06:46,2023-09-29T18:43,0,0,7.28,0,13,17.9,54,NaN,NaN,NaN,32.4,18.4,48,13.7,6.2
9/30/2023,28.8,0,19.6,29.5,22.4,35.4,35.5,3,43,36,16.95,42892.51,31769.55,25.1,2023-09-30T06:47,2023-09-30T18:42,0,0,5.64,0,38,17,54,NaN,NaN,NaN,26,14.2,43,16.2,7.6
10/1/2023,28.1,0,18.4,28.7,24.4,32.8,33.5,3,325,32.4,16.54,42784.68,26945.32,25.9,2023-10-01T06:48,2023-10-01T18:41,0,0,5.43,0,87,16.1,49,NaN,NaN,NaN,21.9,11.6,325,8.3,4.7
10/2/2023,26,0.1,12.5,26.6,22.4,28.5,28.7,51,300,23.8,9.33,42677.29,15405.49,23.8,2023-10-02T06:48,2023-10-02T18:39,1,0.1,3.27,0,90,15.5,53,NaN,NaN,NaN,16.4,8.3,300,6.8,3.8
10/3/2023,26.4,0,15.4,26.6,22,31.2,30.9,3,295,29.9,18.55,42570.41,38863.02,22.7,2023-10-03T06:49,2023-10-03T18:38,0,0,5.04,0,74,13.9,48,NaN,NaN,NaN,17.4,8.6,295,4.3,2.3
10/4/2023,27.1,0,24,27.7,22.7,32,33.2,3,21,39.6,16.94,42464.11,29342.48,24.2,2023-10-04T06:49,2023-10-04T18:37,0,0,5.17,0,73,15.9,52,NaN,NaN,NaN,21.3,10.9,21,6.5,3.1
10/5/2023,27.8,0,24.6,28.3,23,32.7,32.8,3,35,38.9,16.88,42358.36,38771.82,25,2023-10-05T06:50,2023-10-05T18:36,0,0,5.79,0,37,17.5,55,NaN,NaN,NaN,28.9,16.4,35,16.2,9.3
10/6/2023,26.9,0,23.9,26.9,20.8,33.1,32.9,3,21,38.2,18.78,42252.44,38230.5,22.9,2023-10-06T06:50,2023-10-06T18:35,0,0,6.02,0,18,16.1,55,NaN,NaN,NaN,27.9,15.5,21,12.2,7.2
10/7/2023,26.1,0,25.5,26.3,20.7,31.3,31.3,3,32,41.8,17.46,42146.19,35996.62,23.1,2023-10-07T06:51,2023-10-07T18:33,0,0,5.22,0,72,16,58,NaN,NaN,NaN,25.1,13.6,32,14,7.2
10/8/2023,26.6,0.4,20.8,26.4,20.8,32,31.6,51,26,37.8,18.82,42039.69,38677.12,21.4,2023-10-08T06:52,2023-10-08T18:32,2,0.4,5.73,0,58,14.6,50,NaN,NaN,NaN,25.1,13.6,26,15.8,9.7
10/9/2023,27,0,24.5,27.4,21.9,32.5,34,3,21,52.2,18.88,41933.02,38638.84,23,2023-10-09T06:52,2023-10-09T18:31,0,0,5.64,0,30,16.5,54,NaN,NaN,NaN,27.9,14.2,21,13,8.1
10/10/2023,25.9,0,20,25.9,20.2,31.2,31,0,331,34.9,19.54,41826.25,38600.2,21.5,2023-10-10T06:53,2023-10-10T18:30,0,0,5.47,0,2,14.1,51,NaN,NaN,NaN,21.6,10.8,331,7.6,3.1
10/11/2023,25.7,0,14.6,26.1,21.3,30.7,30.4,3,305,31.3,19.19,41719.46,36701.89,23,2023-10-11T06:54,2023-10-11T18:29,0,0,5.04,0,31,14.4,52,NaN,NaN,NaN,18.5,9.3,305,6.1,3.8
10/12/2023,25.6,0,18.8,26,19.6,31,31,1,306,34.6,17.7,41612.74,38443.27,20.6,2023-10-12T06:54,2023-10-12T18:28,0,0,4.7,0,8,14.4,51,NaN,NaN,NaN,17.1,8.5,306,3.6,1.9
10/13/2023,25.3,0,20.7,25.6,19.2,31.4,31.1,3,357,34.2,17.51,41506.16,38481.89,20.8,2023-10-13T06:55,2023-10-13T18:27,0,0,4.96,0,15,15.3,57,NaN,NaN,NaN,21.5,11.4,357,8.3,3.2
10/14/2023,25,0,17.6,25,18.9,31,29.9,2,327,32,18.07,41399.79,38441.64,20.7,2023-10-14T06:55,2023-10-14T18:25,0,0,5.01,0,7,13.5,54,NaN,NaN,NaN,19.7,9.9,327,7.9,3.8
10/15/2023,24.9,0,20,24.2,20.4,29.6,27.9,1,302,38.2,18.78,41293.73,38377.6,20.9,2023-10-15T06:56,2023-10-15T18:24,0,0,5.13,0,4,11.5,45,NaN,NaN,NaN,19.1,9.8,302,5.8,2.4
10/16/2023,24.5,0,16.8,24.5,18.7,30,28.8,1,301,32.4,18.06,41188.05,38350.65,19.8,2023-10-16T06:57,2023-10-16T18:23,0,0,4.76,0,6,13.9,54,NaN,NaN,NaN,18.6,9.9,301,7.2,4.6
10/17/2023,25.1,0,19.6,25.6,20.5,30.4,29.8,3,327,33.5,18.14,41082.84,38149.72,22.6,2023-10-17T06:57,2023-10-17T18:22,0,0,4.75,0,10,14.8,56,NaN,NaN,NaN,17.8,8.8,327,2.2,1.3
10/18/2023,24.7,0,18.6,24.8,19.8,30.7,29.2,3,348,33.1,15.53,40978.18,32145.45,21.3,2023-10-18T06:58,2023-10-18T18:21,0,0,4.62,0,17,14.6,56,NaN,NaN,NaN,20.1,10.7,348,5.4,1.6
10/19/2023,25.1,0,20.3,24.8,18.7,31.3,30,3,29,33.5,18.13,40874.14,37734.67,19.9,2023-10-19T06:59,2023-10-19T18:20,0,0,5.25,0,7,12.7,51,NaN,NaN,NaN,19.3,9.9,29,6.1,1.1
10/20/2023,25.6,0,23.9,24.5,18.4,31.5,30.1,0,40,38.5,18.23,40770.83,37794.98,18.7,2023-10-20T06:59,2023-10-20T18:19,0,0,5.49,0,0,10.8,44,NaN,NaN,NaN,21.1,11.2,40,10.1,3.6
10/21/2023,24.9,0,24.5,24.5,19.5,30.3,29.5,3,54,39.6,17.79,40668.33,37069.5,19.7,2023-10-21T07:00,2023-10-21T18:18,0,0,5.18,0,25,15,57,NaN,NaN,NaN,27.4,15.3,54,17.6,11
10/22/2023,24.9,0,22.1,25.2,18.2,31.2,31.1,0,26,35.3,17.92,40566.73,37391.91,19.5,2023-10-22T07:01,2023-10-22T18:17,0,0,4.81,0,1,15.6,59,NaN,NaN,NaN,22.2,11.8,26,9.7,5.3
10/23/2023,25.6,0,23.5,26.5,19.2,32,32.4,0,22,37.1,17.61,40466.11,37067.2,21,2023-10-23T07:01,2023-10-23T18:16,0,0,4.75,0,0,16.9,62,NaN,NaN,NaN,21.5,11.3,22,9.4,5.6
10/24/2023,26,0,21.6,26.6,20.1,33,32.4,3,17,34.6,16.67,40366.56,31878.78,22.6,2023-10-24T07:02,2023-10-24T18:15,0,0,5.14,0,24,17,63,NaN,NaN,NaN,26.1,14.8,17,15.1,9
10/25/2023,26.1,0,21.9,26.9,20.7,33,31.8,3,39,38.5,16.61,40268.11,31820.54,22.8,2023-10-25T07:03,2023-10-25T18:14,0,0,4.93,0,22,18.2,67,NaN,NaN,NaN,28.9,16.8,39,18.7,11.4
10/26/2023,27.9,0,16,29.4,21,35.7,35.6,3,347,25.9,17.15,40169.91,35759.81,23.8,2023-10-26T07:04,2023-10-26T18:13,0,0,4.49,0,47,17.2,59,NaN,NaN,NaN,17.8,8.9,347,7.9,1.8
10/27/2023,27.4,0,17.5,29.2,21.8,33.2,33.5,3,339,27,13.35,40071.81,32693.77,25,2023-10-27T07:04,2023-10-27T18:12,0,0,3.45,0,58,17.4,58,NaN,NaN,NaN,13.2,6.4,339,2.9,1.5
10/28/2023,26.7,0,21.7,27.9,20.5,33.2,33.5,3,38,35.6,16.05,39973.91,34294.03,23.5,2023-10-28T07:05,2023-10-28T18:11,0,0,4.69,0,15,18.1,64,NaN,NaN,NaN,23.1,12.8,38,10.8,6.7
10/29/2023,26.7,0,21.5,27.8,21.1,33.9,33.5,3,40,34.2,15.88,39876.3,31593.8,23.4,2023-10-29T07:06,2023-10-29T18:10,0,0,4.75,0,17,18.8,67,NaN,NaN,NaN,28.1,16,40,20.2,11.8
10/30/2023,26.9,0,20.2,28.6,22.4,33.3,33.9,3,6,33.1,14.95,39779.06,31538.93,25.1,2023-10-30T07:07,2023-10-30T18:10,0,0,4.4,0,43,19.2,66,NaN,NaN,NaN,24.9,13.2,6,18.4,7.7
10/31/2023,25.9,0.3,21.2,27.6,21,32.5,33,51,340,39.6,14.8,39682.29,35851.59,23.8,2023-10-31T07:07,2023-10-31T18:09,2,0.3,3.75,0,35,17.6,63,NaN,NaN,NaN,16.7,7.7,340,6.5,3.6
11/1/2023,25.7,0,20.9,27,20.2,32.2,31.9,3,358,34.6,15.02,39586.1,34101.55,23.1,2023-11-01T07:08,2023-11-01T18:08,0,0,4.24,0,15,17.5,64,NaN,NaN,NaN,19.9,10.4,358,7.2,4.7
11/2/2023,26.1,0,18.9,27,21.2,32,31.5,3,3,32,15.76,39490.57,31854.18,23.4,2023-11-02T07:09,2023-11-02T18:07,0,0,4.41,0,27,16.9,61,NaN,NaN,NaN,22.5,12.2,3,14.4,8.4
11/3/2023,25.8,0,15.9,26,19.7,32.6,31,3,51,29.2,16.41,39395.8,35577.1,21.9,2023-11-03T07:10,2023-11-03T18:06,0,0,4.73,0,22,15,57,NaN,NaN,NaN,20.7,11.5,51,11.2,6.4
11/4/2023,26.9,0,18.8,24.9,19.4,33.7,30,0,57,34.9,16.57,39301.9,35738.44,17.7,2023-11-04T07:10,2023-11-04T18:05,0,0,6.03,0,0,8.8,36,NaN,NaN,NaN,23.4,13.3,57,11.5,6
11/5/2023,25.6,0,17.1,25.1,19,32.3,30.2,1,47,32,15.92,39208.96,34948.82,19.9,2023-11-05T07:11,2023-11-05T18:05,0,0,4.98,0,2,13.8,52,NaN,NaN,NaN,23.3,13.1,47,11.5,7.1
11/6/2023,25.8,0,19.8,24.8,18.4,33.1,30.3,0,49,31,16.28,39117.1,35318.23,18.8,2023-11-06T07:12,2023-11-06T18:04,0,0,5.05,0,0,11.5,48,NaN,NaN,NaN,21.7,12,49,11.2,6.9
11/7/2023,24.8,0,22.2,23.8,17.8,31.9,29.3,0,43,35.3,16.15,39026.41,35269.29,17.7,2023-11-07T07:13,2023-11-07T18:03,0,0,4.94,0,0,12,48,NaN,NaN,NaN,22,12.2,43,9,5.7
11/8/2023,23.8,0,19.6,24.3,19.4,30.4,29.7,3,49,35.3,14.16,38937,27492.71,20.7,2023-11-08T07:14,2023-11-08T18:03,0,0,3.74,0,32,17.6,72,NaN,NaN,NaN,27.9,16.2,49,21.6,12.4
11/9/2023,24.1,0,21.7,24.6,19.5,30.4,30.2,3,37,34.6,14.91,38848.98,31049.8,21,2023-11-09T07:14,2023-11-09T18:02,0,0,3.94,0,43,17.3,69,NaN,NaN,NaN,26.5,15.1,37,19.8,11.9
11/10/2023,23.5,0,23.1,23.6,18.1,29.3,28.5,3,46,36.4,15.63,38762.46,34941.12,19.3,2023-11-10T07:15,2023-11-10T18:01,0,0,4.18,0,49,16.5,68,NaN,NaN,NaN,26.9,15.6,46,15.5,9.7
11/11/2023,24,0,23,23.8,18.7,29.7,28.7,3,48,39.6,11.75,38677.55,29172.29,18.7,2023-11-11T07:16,2023-11-11T18:01,0,0,3.55,0,98,16.2,64,NaN,NaN,NaN,28.3,15.9,48,13.3,2.6
11/12/2023,25.2,1.5,16.4,25.5,20.7,31.6,31.1,61,70,28.1,11.44,38594.37,28796.3,21.2,2023-11-12T07:17,2023-11-12T18:00,2,1.5,3.6,0,50,15,55,NaN,NaN,NaN,20.2,9.8,70,5.8,2.7
11/13/2023,24.3,0,15.5,25.5,19.3,30.6,31.4,3,25,26.6,14.12,38513.04,31853.17,20.9,2023-11-13T07:18,2023-11-13T17:59,0,0,3.45,0,18,17.1,67,NaN,NaN,NaN,18.7,10,25,5.4,3.3
11/14/2023,22.8,0.4,26.2,22.7,18.3,27,24.7,51,292,43.9,13.33,38433.57,33285.69,20.3,2023-11-14T07:18,2023-11-14T17:59,3,0.4,3.87,0,24,15.1,66,NaN,NaN,NaN,24.1,13.1,292,6.1,2.5
11/15/2023,21.9,0,15.8,21.9,17.3,26.9,25.8,3,322,29.9,10.32,38355.18,33421.9,17.3,2023-11-15T07:19,2023-11-15T17:58,0,0,2.83,0,38,13.9,62,NaN,NaN,NaN,16.2,8.8,322,6.8,3.3
11/16/2023,22.4,0,11.6,22.7,18.5,27.6,26.5,1,305,20.2,14.95,38277.71,34483.43,20,2023-11-16T07:20,2023-11-16T17:58,0,0,3.32,0,5,13.4,60,NaN,NaN,NaN,12.4,5.9,305,2.9,0.8
11/17/2023,23,0,12.9,23.7,18.3,28.1,28.7,3,331,19.8,12.58,38201.27,32417.47,19.1,2023-11-17T07:21,2023-11-17T17:58,0,0,3.05,0,22,15.1,63,NaN,NaN,NaN,13.4,6.7,331,2.9,1.3
11/18/2023,23.2,0,14.1,23.5,19.9,27.5,27.3,3,301,26.6,12.7,38125.92,33977.15,20.9,2023-11-18T07:22,2023-11-18T17:57,0,0,3.36,0,27,14.8,62,NaN,NaN,NaN,17.3,9,301,9.4,3.1
11/19/2023,20.5,0.1,36.1,18.1,16.4,24.6,20.4,51,258,57.6,13.31,38051.78,32228.14,15.4,2023-11-19T07:23,2023-11-19T17:57,1,0.1,4.17,0,19,11.5,58,NaN,NaN,NaN,34.1,19.8,258,15.8,8.6
11/20/2023,17.5,0.1,20.2,16.3,13.6,21.7,19.2,51,271,36,8.7,37978.94,21600,12.7,2023-11-20T07:23,2023-11-20T17:56,1,0.1,2.23,0,45,11.2,67,NaN,NaN,NaN,19.1,10.7,271,9.7,6
11/21/2023,19.1,0,15.1,18.3,13.8,24.4,22.9,1,91,23,14.5,37907.49,34213.82,13.3,2023-11-21T07:24,2023-11-21T17:56,0,0,3.15,0,4,10.3,59,NaN,NaN,NaN,13.8,7.3,91,5.4,2.8
11/22/2023,20.3,0,17.8,18.7,15.3,26.3,24,3,96,27.7,12.85,37837.53,33795.18,14,2023-11-22T07:25,2023-11-22T17:56,0,0,3.17,0,63,9.3,53,NaN,NaN,NaN,18.9,9.8,96,6.8,1.1
11/23/2023,20.1,0,11.6,18.3,13.5,26.2,24.3,1,198,23.4,14.57,37769.16,34203.12,11.8,2023-11-23T07:26,2023-11-23T17:55,0,0,3.44,0,1,7.3,45,NaN,NaN,NaN,14,7.5,198,6.5,3.5
11/24/2023,19.7,0,8.9,18.2,13.9,26.1,23.7,3,203,18.7,14.47,37702.48,33216.48,12.8,2023-11-24T07:27,2023-11-24T17:55,0,0,3.13,0,40,7.1,47,NaN,NaN,NaN,10.8,5.3,203,3.6,1.3
11/25/2023,20.9,0,29.8,16.6,15.3,27.4,21.8,3,184,49.3,10.79,37637.59,29821.41,11.5,2023-11-25T07:28,2023-11-25T17:55,0,0,5.53,0,81,3.9,35,NaN,NaN,NaN,32.1,19.4,184,16.6,10.6
11/26/2023,19.9,0,29.3,15.7,14.7,24.8,19,0,223,49.7,14.42,37574.61,34068.26,10.8,2023-11-26T07:28,2023-11-26T17:55,0,0,5.37,0,1,4.3,37,NaN,NaN,NaN,32.8,19.4,223,18,11.3
11/27/2023,18.4,0,20.8,16.2,14.4,22.5,19.3,3,289,36.4,12.6,37513.61,32015.93,13.2,2023-11-27T07:29,2023-11-27T17:54,0,0,3.52,0,28,8.9,55,NaN,NaN,NaN,25.1,13.6,289,14.4,7.9
11/28/2023,16.8,0,18,14.3,12.4,21.1,17.5,3,65,32.4,12.7,37454.72,32400,10.6,2023-11-28T07:30,2023-11-28T17:54,0,0,3.22,0,47,6.5,52,NaN,NaN,NaN,19.5,11,65,7.9,5.2
11/29/2023,18,0,21.4,15.3,12.8,24,20.4,2,58,38.2,14.07,37398.04,33940.35,10.7,2023-11-29T07:31,2023-11-29T17:54,0,0,3.81,0,10,7.9,54,NaN,NaN,NaN,26.1,14.8,58,17.3,8.3
11/30/2023,18.8,0,22.2,17.3,13.1,25.2,23.3,3,44,36.4,13.81,37343.66,33819.05,12.3,2023-11-30T07:32,2023-11-30T17:54,0,0,3.35,0,20,12.1,67,NaN,NaN,NaN,26,14.8,44,15.1,8.7
12/1/2023,19,0,24,17.4,13.7,25.4,22.6,0,40,41.8,13.41,37291.71,33578.79,12.9,2023-12-01T07:32,2023-12-01T17:54,0,0,3.44,0,3,12.2,68,NaN,NaN,NaN,27.6,16.2,40,18.4,11.7
12/2/2023,19.2,0,24.2,17.6,14.2,25.3,22.4,1,39,42.5,13.4,37242.28,33818.55,13.4,2023-12-02T07:33,2023-12-02T17:54,0,0,3.46,0,1,12.5,67,NaN,NaN,NaN,28.3,16.6,39,18.4,11
12/3/2023,20.4,0,25,19.8,15.3,26.7,25.9,3,49,41,11.67,37195.48,31368.28,14.5,2023-12-03T07:34,2023-12-03T17:54,0,0,2.85,0,56,14.5,71,NaN,NaN,NaN,24.6,14.2,49,13.7,8.4
12/4/2023,20.3,0,11.6,20.8,15.3,27.3,27,3,324,20.5,12.54,37151.36,31458.31,15.7,2023-12-04T07:35,2023-12-04T17:54,0,0,2.58,0,42,13.8,69,NaN,NaN,NaN,11.2,5,324,2.5,0.5
12/5/2023,18.3,0,10.1,18.4,13.4,24.2,24.3,3,338,22,10.98,37109.41,31499.52,12.8,2023-12-05T07:35,2023-12-05T17:54,0,0,2.11,0,18,13.5,76,NaN,NaN,NaN,13.3,7.3,338,7.6,4.3
12/6/2023,18.6,0,15.7,17.8,14,23.9,22.2,1,235,28.1,12.85,37069.52,33546.84,13.8,2023-12-06T07:36,2023-12-06T17:54,0,0,2.81,0,10,11.1,66,NaN,NaN,NaN,15.6,8.6,235,6.1,4.3
12/7/2023,17.7,0,9.4,15.9,11.7,23.1,20.5,3,219,18.4,11.29,37031.72,25616.4,10,2023-12-07T07:37,2023-12-07T17:54,0,0,2.59,0,61,6.6,51,NaN,NaN,NaN,11.6,6.6,219,3.6,3.3
12/8/2023,17.2,0.1,15.6,15.5,14.4,22,19.3,51,263,27.4,9.82,36996.07,29362.21,12.4,2023-12-08T07:38,2023-12-08T17:54,1,0.1,2.32,0,59,6.8,51,NaN,NaN,NaN,11.7,6.1,263,2.9,0.5
12/9/2023,16.6,0,13.3,14.4,11.3,21.7,19.7,3,186,22,11.64,36962.62,32105.68,8.7,2023-12-09T07:38,2023-12-09T17:54,0,0,2.66,0,46,5.9,50,NaN,NaN,NaN,15.2,8.1,186,2.5,1.6
12/10/2023,18.4,0,16.7,15.8,12.6,24.5,22.1,3,99,25.2,12.53,36931.4,33012.94,9.9,2023-12-10T07:39,2023-12-10T17:55,0,0,3.13,0,50,3.9,41,NaN,NaN,NaN,15.4,8.2,99,2.5,0.4
12/11/2023,18.2,0,17.7,14.8,12.5,24.8,20.4,3,200,33.1,13.18,36902.46,33582.23,8.8,2023-12-11T07:40,2023-12-11T17:55,0,0,4,0,20,2.1,35,NaN,NaN,NaN,19.2,11.3,200,5.4,4.4
12/12/2023,16.6,0,20.9,14.5,11.3,22.4,19.7,3,258,35.6,11.97,36875.85,32684.9,8.9,2023-12-12T07:41,2023-12-12T17:55,0,0,2.88,0,15,7.4,55,NaN,NaN,NaN,18.6,10.2,258,9.4,5.8
12/13/2023,17.6,0.3,18.4,16.9,13.9,21.8,19.9,51,255,33.1,8.09,36851.61,20095.19,13,2023-12-13T07:41,2023-12-13T17:55,3,0.3,2.01,0,49,12.7,74,NaN,NaN,NaN,19.4,11,255,8.3,4.3
12/14/2023,19,0,9.7,18.8,14,24.6,24.1,3,217,17.3,11.84,36829.77,32366.58,13.8,2023-12-14T07:42,2023-12-14T17:56,0,0,2.32,0,17,12.1,68,NaN,NaN,NaN,11.2,5.7,217,5.4,2.3
12/15/2023,19.8,0,11.2,18.4,14.4,26.1,24.5,2,82,19.8,13.12,36810.38,33565.92,12.7,2023-12-15T07:43,2023-12-15T17:56,0,0,2.99,0,3,8.1,51,NaN,NaN,NaN,12.6,6.4,82,5.8,2.6
12/16/2023,19.7,0,12.8,17.5,14,26.3,23.6,3,192,22.7,13.18,36793.49,33535.05,11.4,2023-12-16T07:43,2023-12-16T17:56,0,0,3.5,0,31,6,42,NaN,NaN,NaN,15.3,8.6,192,7.9,4.9
